                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     48,                0.66655,                 2.2088,                0.37968,                0.80224,                0.83762,                0.42274,                0.59967,                0.40075,                  0.286,                0.14656,                0.12691,                0.06377,                 1.1824,                  3.904,                0.57114,                0.93968,               0.002245,               0.002245,               0.002245
                     49,                 0.6606,                 2.2057,                0.37939,                0.80203,                0.83916,                0.42754,                0.61281,                0.40976,                0.31274,                0.15773,                0.14166,                0.06759,                 1.1783,                 4.0431,                0.57056,                0.93705,                0.00208,                0.00208,                0.00208
                     50,                0.64699,                  2.186,                0.37457,                0.79941,                0.83065,                0.42414,                0.60077,                0.39492,                0.33314,                0.16093,                0.14347,                0.06775,                 1.1923,                  3.825,                0.57638,                0.93922,               0.001915,               0.001915,               0.001915
                     51,                0.64062,                 2.1174,                0.36889,                0.79985,                0.84164,                0.42126,                0.59888,                 0.3973,                0.29195,                0.14572,                0.12798,                0.06137,                 1.1682,                 4.0464,                0.57003,                0.93541,                0.00175,                0.00175,                0.00175
                     52,                0.62557,                 2.1009,                0.36594,                0.79503,                0.92269,                0.40134,                0.60323,                0.40472,                0.32189,                0.15452,                0.13558,                0.06778,                 1.1734,                 4.1394,                0.55738,                0.93118,               0.001585,               0.001585,               0.001585
                     53,                0.61123,                 2.1164,                0.35512,                0.79742,                0.86684,                0.41473,                0.62096,                0.41447,                0.33781,                0.16173,                0.15456,                0.07241,                 1.1758,                 3.9524,                0.56952,                0.93352,                0.00142,                0.00142,                0.00142
                     54,                0.59928,                 2.0654,                0.35405,                0.78987,                0.84492,                0.41793,                0.61244,                0.40943,                0.36064,                0.17134,                0.16097,                0.07917,                 1.1739,                  4.043,                0.56981,                0.93692,               0.001255,               0.001255,               0.001255
                     55,                0.59153,                  2.057,                0.34893,                0.79114,                0.85429,                0.40913,                0.60508,                0.41244,                0.34541,                0.16974,                0.16325,                0.08167,                 1.1732,                 4.0319,                0.56234,                0.93674,                0.00109,                0.00109,                0.00109
                     56,                0.57755,                 2.0235,                0.34297,                0.79096,                0.83621,                0.41473,                0.61402,                0.41453,                0.34337,                0.15491,                 0.1548,                0.08054,                 1.1707,                 4.1333,                 0.5697,                0.93644,               0.000925,               0.000925,               0.000925
                     57,                0.57505,                  1.967,                0.34334,                0.78993,                0.85865,                0.42114,                0.62276,                0.42038,                0.34193,                0.16653,                 0.1646,                0.08376,                 1.1671,                 4.3256,                0.57064,                0.93523,                0.00076,                0.00076,                0.00076
                     58,                0.56516,                  1.997,                 0.3372,                0.79149,                0.84627,                0.41954,                0.61667,                  0.412,                0.34715,                0.17054,                0.17044,                0.08841,                 1.1686,                 4.1556,                0.55166,                0.93589,               0.000595,               0.000595,               0.000595
                     59,                0.55544,                 1.9599,                0.33583,                0.79008,                0.85124,                0.42034,                0.61856,                0.41492,                0.34324,                0.15853,                 0.1596,                  0.083,                  1.167,                 4.1341,                0.55118,                0.93663,                0.00043,                0.00043,                0.00043
