                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     73,                 1.0526,                 3.0441,                0.56457,                0.88594,                0.81865,                0.40828,                0.53593,                0.33609,                0.25453,                0.13986,                0.08134,                 0.0339,                 1.1884,                 3.6383,                0.65504,                0.92521,               0.002872,               0.002872,               0.002872
                     74,                 1.0434,                 3.0413,                0.55656,                0.88476,                0.84241,                0.39753,                0.52816,                0.33445,                 0.2587,                0.14094,                0.08136,                  0.036,                 1.1783,                  3.593,                0.63392,                0.91855,               0.002773,               0.002773,               0.002773
                     75,                  1.045,                 3.0411,                0.55157,                 0.8823,                0.78767,                0.39311,                0.52092,                0.32847,                0.27083,                0.14954,                0.09634,                0.03952,                 1.2059,                 3.6418,                0.67987,                0.92145,               0.002674,               0.002674,               0.002674
                     76,                 1.0364,                  3.009,                0.55222,                0.87977,                0.85576,                0.39894,                0.52056,                0.32769,                0.31955,                0.14793,                0.09252,                0.03898,                 1.1713,                  3.561,                0.64178,                0.91824,               0.002575,               0.002575,               0.002575
                     77,                 1.0343,                   3.02,                0.54354,                0.88299,                0.81805,                0.41259,                0.55289,                0.34934,                0.27706,                0.15869,                0.10462,                0.04483,                  1.174,                 3.6316,                0.63709,                0.92099,               0.002476,               0.002476,               0.002476
                     78,                 1.0292,                 3.0014,                0.54407,                0.88228,                 0.7791,                0.42119,                0.54414,                0.34358,                0.29679,                0.15654,                0.09557,                 0.0405,                   1.17,                 3.5597,                0.63282,                0.91915,               0.002377,               0.002377,               0.002377
                     79,                 1.0133,                 2.9343,                0.53595,                0.88051,                0.82061,                0.41689,                0.53903,                 0.3402,                0.27052,                0.13825,                0.08136,                0.03402,                 1.1597,                 3.5342,                0.62736,                 0.9179,               0.002278,               0.002278,               0.002278
                     80,                 1.0158,                 2.9504,                0.53654,                0.88252,                0.83104,                0.41205,                 0.5476,                0.35074,                0.32593,                0.16084,                0.10793,                0.04649,                 1.1531,                 3.6909,                 0.6182,                0.91755,               0.002179,               0.002179,               0.002179
                     81,                 1.0233,                 2.9469,                 0.5322,                0.87745,                0.80272,                0.41205,                0.54238,                0.34865,                0.30293,                0.15803,                0.10695,                0.04659,                 1.1628,                 3.6524,                0.63202,                0.91879,                0.00208,                0.00208,                0.00208
                     82,                 1.0091,                 2.9594,                0.52428,                0.87583,                0.79754,                0.42119,                0.54587,                0.35162,                0.32197,                0.15923,                0.11079,                0.04868,                 1.1602,                  3.626,                0.62598,                 0.9217,               0.001981,               0.001981,               0.001981
                     83,                0.99917,                 2.9491,                0.52169,                0.87705,                0.82776,                0.41259,                0.55057,                0.35059,                 0.3212,                0.16188,                0.10658,                0.04752,                 1.1592,                 3.5292,                0.61744,                0.92132,               0.001882,               0.001882,               0.001882
                     84,                 1.0006,                 2.9673,                0.51921,                 0.8753,                0.79719,                0.41904,                0.54888,                0.35098,                0.29236,                0.15935,                0.10406,                0.04698,                 1.1595,                 3.6014,                0.61208,                 0.9171,               0.001783,               0.001783,               0.001783
                     85,                0.98991,                 2.9049,                0.51936,                0.87764,                0.80709,                0.42173,                0.54388,                0.34991,                0.29854,                  0.156,                0.09745,                0.04391,                 1.1482,                 3.5389,                0.61395,                0.91551,               0.001684,               0.001684,               0.001684
                     86,                 0.9935,                 2.8647,                0.51845,                0.87192,                0.83381,                 0.4142,                0.53839,                0.34827,                  0.345,                0.16299,                 0.1114,                 0.0487,                 1.1475,                 3.6866,                  0.601,                0.91187,               0.001585,               0.001585,               0.001585
                     87,                0.98559,                 2.9043,                 0.5116,                0.86654,                0.82564,                0.41151,                0.53936,                0.34449,                0.28463,                0.15546,                0.09884,                0.04437,                 1.1474,                 3.6034,                0.60309,                0.91427,               0.001486,               0.001486,               0.001486
                     88,                0.97706,                 2.8762,                0.50096,                0.86916,                0.84899,                0.40221,                0.53276,                 0.3441,                0.28593,                0.14147,                 0.0937,                0.04361,                 1.1584,                 3.6014,                0.59569,                0.91737,               0.001387,               0.001387,               0.001387
                     89,                0.97669,                 2.8276,                 0.5032,                0.87288,                0.86277,                0.40129,                0.54142,                0.35203,                0.28795,                0.15654,                0.10242,                0.04855,                 1.1457,                 3.5653,                0.60626,                0.91298,               0.001288,               0.001288,               0.001288
                     90,                0.97433,                 2.8666,                0.49796,                0.86787,                0.85676,                0.40022,                0.53936,                0.34767,                0.29024,                0.14578,                0.09694,                0.04491,                 1.1408,                 3.5664,                0.59715,                0.91333,               0.001189,               0.001189,               0.001189
                     91,                 0.9629,                 2.8223,                0.49534,                0.86284,                0.84678,                0.41027,                0.54224,                0.35002,                0.32121,                0.16837,                0.11275,                0.05107,                 1.1435,                 3.6501,                0.59958,                0.91461,                0.00109,                0.00109,                0.00109
                     92,                0.96516,                  2.861,                0.49657,                0.86254,                0.85999,                 0.4099,                0.54476,                0.34996,                0.31288,                0.14685,                0.09856,                0.04418,                  1.137,                 3.5558,                 0.5902,                0.91003,               0.000991,               0.000991,               0.000991
                     93,                0.96187,                 2.8188,                 0.4933,                0.86607,                0.83976,                0.41259,                0.54926,                0.35606,                 0.3287,                0.15923,                0.11242,                  0.052,                 1.1365,                 3.6029,                0.59281,                 0.9104,               0.000892,               0.000892,               0.000892
                     94,                0.96747,                  2.812,                0.49328,                0.86546,                0.82686,                0.41359,                0.53898,                0.34802,                0.33308,                0.16245,                0.11289,                0.05302,                 1.1465,                 3.5583,                0.59772,                0.91387,               0.000793,               0.000793,               0.000793
                     95,                0.95099,                 2.7694,                0.48536,                0.86295,                0.85231,                0.41097,                 0.5408,                0.34965,                0.31483,                0.15277,                0.10198,                0.04641,                 1.1494,                 3.5559,                0.59527,                0.91413,               0.000694,               0.000694,               0.000694
                     96,                0.95305,                 2.8105,                0.48783,                 0.8636,                0.84283,                0.40673,                0.55049,                0.35485,                0.31602,                0.16891,                0.11717,                 0.0531,                 1.1477,                 3.5723,                0.59927,                0.91406,               0.000595,               0.000595,               0.000595
                     97,                0.94172,                 2.7941,                0.48065,                0.86294,                0.86195,                0.40303,                0.54737,                0.35341,                0.30992,                0.16138,                0.10953,                0.05006,                 1.1463,                 3.5475,                0.59336,                0.91461,               0.000496,               0.000496,               0.000496
                     98,                0.94588,                 2.7866,                0.47789,                0.85852,                0.86552,                0.40508,                 0.5532,                0.35913,                0.32705,                0.15707,                 0.1107,                0.05054,                 1.1444,                 3.6025,                0.59059,                0.91221,               0.000397,               0.000397,               0.000397
                     99,                0.94089,                 2.7505,                 0.4752,                0.85951,                0.84487,                0.41014,                0.55452,                0.36122,                0.32922,                0.16245,                0.11548,                0.05179,                 1.1423,                 3.6248,                0.58753,                0.91418,               0.000298,               0.000298,               0.000298
