                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     82,                 1.4711,                 1.7634,                 1.0868,                0.97183,                0.67906,                 0.6585,                0.66361,                0.36093,                0.61854,                 0.5761,                0.52993,                0.21139,                 1.3838,                 2.2263,                0.94525,                 0.9275,             1.9008e-05,             1.9008e-05,             1.9008e-05
                     83,                 1.4762,                 1.8098,                 1.0647,                0.96948,                0.66409,                0.66156,                 0.6633,                0.35768,                0.61643,                0.57097,                0.53199,                0.21221,                 1.3912,                 2.2125,                0.94084,                0.92861,             1.8008e-05,             1.8008e-05,             1.8008e-05
                     84,                 1.4852,                 1.7728,                 1.0792,                0.96553,                0.67365,                0.66003,                0.65886,                 0.3555,                0.61573,                 0.5559,                0.52892,                0.20939,                  1.388,                 2.2317,                0.94144,                0.92721,             1.7008e-05,             1.7008e-05,             1.7008e-05
                     85,                 1.4616,                 1.7481,                 1.0656,                0.96952,                0.68764,                0.64012,                 0.6624,                0.35836,                0.61029,                0.56662,                0.52826,                0.20982,                 1.3837,                  2.233,                 0.9386,                0.92765,             1.6008e-05,             1.6008e-05,             1.6008e-05
                     86,                 1.4644,                 1.7591,                 1.0633,                0.96743,                0.67534,                0.66003,                0.66206,                0.35429,                0.62521,                0.57427,                0.53479,                0.20973,                 1.3941,                 2.2197,                0.93861,                0.93039,             1.5009e-05,             1.5009e-05,             1.5009e-05
                     87,                 1.4767,                 1.7145,                 1.0939,                0.97978,                0.68483,                0.66003,                0.66961,                0.35751,                0.62243,                0.57427,                0.53145,                 0.2112,                 1.3889,                 2.2227,                0.93471,                0.92993,             1.4009e-05,             1.4009e-05,             1.4009e-05
                     88,                 1.4633,                 1.7294,                 1.0726,                0.97081,                0.69151,                0.64881,                0.66178,                0.35919,                0.62111,                0.56735,                0.52989,                0.21156,                 1.3904,                 2.2245,                0.94177,                0.92881,             1.3009e-05,             1.3009e-05,             1.3009e-05
                     89,                 1.4561,                 1.7264,                 1.0463,                0.96666,                0.69147,                0.64472,                  0.662,                0.35617,                0.63665,                0.56202,                 0.5313,                0.20961,                 1.3919,                 2.2297,                0.93945,                0.92884,             1.2009e-05,             1.2009e-05,             1.2009e-05
                     90,                 1.4732,                 1.7669,                 1.0589,                0.97076,                0.69206,                0.65084,                0.66803,                0.36021,                0.63528,                0.55896,                  0.529,                0.20869,                 1.3866,                 2.2109,                0.93706,                0.92752,             1.1009e-05,             1.1009e-05,             1.1009e-05
                     91,                  1.461,                 1.7332,                 1.0658,                0.96503,                0.68766,                0.66003,                0.66863,                0.36119,                0.63131,                 0.5559,                0.52981,                0.20877,                 1.3893,                 2.2099,                0.93322,                0.92853,             1.0009e-05,             1.0009e-05,             1.0009e-05
                     92,                 1.4816,                 1.7814,                 1.0571,                0.97828,                0.68504,                0.66003,                 0.6682,                0.35855,                0.63869,                0.55765,                0.53001,                0.20962,                 1.3939,                 2.2121,                0.93404,                0.92866,             9.0091e-06,             9.0091e-06,             9.0091e-06
                     93,                 1.4703,                 1.7911,                 1.0662,                0.97154,                0.68501,                0.66156,                0.66642,                0.35657,                0.63785,                0.55563,                0.53207,                0.21069,                 1.3968,                 2.2201,                0.93729,                0.92885,             8.0092e-06,             8.0092e-06,             8.0092e-06
                     94,                  1.454,                 1.7797,                 1.0546,                0.96856,                0.67319,                0.66003,                0.66448,                0.35649,                0.62702,                0.56508,                0.53045,                0.21139,                 1.3914,                 2.2179,                 0.9334,                0.92803,             7.0093e-06,             7.0093e-06,             7.0093e-06
                     95,                 1.4584,                 1.7772,                 1.0518,                0.96409,                0.68502,                0.65697,                0.66478,                0.35855,                 0.6312,                0.56351,                0.53422,                0.21187,                 1.3854,                 2.2134,                0.93076,                0.92749,             6.0094e-06,             6.0094e-06,             6.0094e-06
